IRICategoryId,IRIUPC,UPCName,Category,SubCategory,ParentCompany,Manufacturer,IRIUPC_SixDigit,IRIUPC_EightDigit,IRIUPC_NineDigit,IRIUPC_TenDigit,IRIUPC_TenDigitV2,IRIUPC_ElevenDigit,IRIUPC_ElevenDigitV2,LastUpdatedUserId,IsDeleted,LineageID,Modified,Created,IsPepsiCategory,BU,LineExtension,TradeMark,CustomUSFLNASaltySnacksSize,CustomUSCount,CustomUSSizePerUnitOz,IRIUPC_SrcEightDigit,IRIUPC_SrcNineDigit,IRIUPC_SrcTenDigit,ItemLaunchWeek,ItemLaunchYear,BrandLaunchWeek,BrandLaunchYear,CustomUSPackage,IRICategoryHead
3479,0011150017742,PRIVATE LABEL JUICE POMEGRANATE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001774,115001774,1115001774,0111500177,01115001774,00111500177,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500177,1115001774,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3480,0011150017753,PRIVATE LABEL JUICE POMEGRANATE CRANBRRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001775,115001775,1115001775,0111500177,01115001775,00111500177,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500177,1115001775,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3481,0011150017762,PRIVATE LABEL JUICE POMEGRANATE BLUEBERY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001776,115001776,1115001776,0111500177,01115001776,00111500177,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500177,1115001776,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3482,0011150017821,PRIVATE LABEL JUICE CRANBERRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001782,115001782,1115001782,0111500178,01115001782,00111500178,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500178,1115001782,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3483,0011150017831,PRIVATE LABEL JUICE COCKTAIL CRANBERRY 1 CT 96 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001783,115001783,1115001783,0111500178,01115001783,00111500178,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,96.00,11150017,111500178,1115001783,,,,,,
3484,0011150017861,PRIVATE LABEL JUICE CRAN APPLE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001786,115001786,1115001786,0111500178,01115001786,00111500178,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500178,1115001786,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3485,0011150017871,PRIVATE LABEL JUICE CRAN RASPBERRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001787,115001787,1115001787,0111500178,01115001787,00111500178,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500178,1115001787,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3486,0011150017951,PRIVATE LABEL JUICE CRAN GRAPE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001795,115001795,1115001795,0111500179,01115001795,00111500179,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500179,1115001795,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3487,0011150018002,PRIVATE LABEL JUICE GRAPE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150018,15001800,115001800,1115001800,0111500180,01115001800,00111500180,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150018,111500180,1115001800,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3488,0011150018011,PRIVATE LABEL JUICE FRUIT PUNCH 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150018,15001801,115001801,1115001801,0111500180,01115001801,00111500180,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150018,111500180,1115001801,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3489,0011150018021,PRIVATE LABEL JUICE TOTALLY BERRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150018,15001802,115001802,1115001802,0111500180,01115001802,00111500180,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150018,111500180,1115001802,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3490,0011150018031,PRIVATE LABEL JUICE CHERRY PUNCH 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150018,15001803,115001803,1115001803,0111500180,01115001803,00111500180,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150018,111500180,1115001803,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3491,0011150018123,PRIVATE LABEL JUICE GRAPE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150018,15001812,115001812,1115001812,0111500181,01115001812,00111500181,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150018,111500181,1115001812,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3492,0011150018181,PRIVATE LABEL JUICE WHITE GRAPE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150018,15001818,115001818,1115001818,0111500181,01115001818,00111500181,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150018,111500181,1115001818,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3493,0011150018351,PRIVATE LABEL JUICE COCKTAIL CRAN RASPBERRY 1 CT 96 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150018,15001835,115001835,1115001835,0111500183,01115001835,00111500183,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,96.00,11150018,111500183,1115001835,,,,,,
3494,0011150018471,PRIVATE LABEL LEMON PLASTIC BOTTLE JUICE 1 CT 32 OZ ,AO BEVERAGES,NA MIXERS,PRIVATE LABEL,PRIVATE LABEL,150018,15001847,115001847,1115001847,0111500184,01115001847,00111500184,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,32.0,11150018,111500184,1115001847,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3495,0011150018511,PRIVATE LABEL JUICE COCKTAIL RUBY RD GRPFRT TNGRN 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150018,15001851,115001851,1115001851,0111500185,01115001851,00111500185,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150018,111500185,1115001851,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3496,0011150019301,PRIVATE LABEL JUICE PINEAPPLE 1 CT 46 OZ ,CANNED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150019,15001930,115001930,1115001930,0111500193,01115001930,00111500193,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150019,111500193,1115001930,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3497,0011150019892,PRIVATE LABEL JUICE PRUNE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150019,15001989,115001989,1115001989,0111500198,01115001989,00111500198,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150019,111500198,1115001989,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3498,0011150021001,PRIVATE LABEL JUICE TOMATO 1 CT 46 OZ - 3191147,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002100,115002100,1115002100,0111500210,01115002100,00111500210,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3499,0011150021021,PRIVATE LABEL JUICE TOMATO 6 CT 36 OZ - 3183381,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002102,115002102,1115002102,0111500210,01115002102,00111500210,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3500,0011150021061,PRIVATE LABEL JUICE TOMATO 1 CT 46 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002106,115002106,1115002106,0111500210,01115002106,00111500210,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150021,111500210,1115002106,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3501,0011150021071,PRIVATE LABEL JUICE TOMATO 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002107,115002107,1115002107,0111500210,01115002107,00111500210,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150021,111500210,1115002107,Wk - 10-26-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
3502,0011150021081,PRIVATE LABEL JUICE VEGETABLE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002108,115002108,1115002108,0111500210,01115002108,00111500210,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150021,111500210,1115002108,Wk - 10-26-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
3503,0011150021101,PRIVATE LABEL JUICE VEGETABLE 1 CT 46 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002110,115002110,1115002110,0111500211,01115002110,00111500211,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150021,111500211,1115002110,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3504,0011150021141,PRIVATE LABEL JUICE SPICY VEGETABLE 1 CT 46 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002114,115002114,1115002114,0111500211,01115002114,00111500211,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150021,111500211,1115002114,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3505,0011150021161,PRIVATE LABEL JUICE VEGETABLE 1 CT 46 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002116,115002116,1115002116,0111500211,01115002116,00111500211,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150021,111500211,1115002116,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3506,0011150021751,PRIVATE LABEL JUICE TOMATO 1 CT 46 OZ ,CANNED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002175,115002175,1115002175,0111500217,01115002175,00111500217,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150021,111500217,1115002175,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3507,0011150021761,PRIVATE LABEL JUICE VEGETABLE 1 CT 46 OZ ,CANNED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002176,115002176,1115002176,0111500217,01115002176,00111500217,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150021,111500217,1115002176,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3508,0011150021781,PRIVATE LABEL JUICE VEGETABLE 35 CALORIES 6 CT 36 OZ - 3179626,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002178,115002178,1115002178,0111500217,01115002178,00111500217,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3509,0011150021801,PRIVATE LABEL JUICE FRUIT PUNCH 10 CT 60 OZ ,ASEPTIC JUICES,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002180,115002180,1115002180,0111500218,01115002180,00111500218,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,10 CT,6.0,11150021,111500218,1115002180,Before 2013,Before 2013,Before 2013,Before 2013,ASEPTIC POUCH,
3510,0011150021811,PRIVATE LABEL JUICE DRINK STRAWBERRY KIWI 10 CT 60 OZ ,ASEPTIC JUICES,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002181,115002181,1115002181,0111500218,01115002181,00111500218,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,10 CT,6.0,11150021,111500218,1115002181,Before 2013,Before 2013,Before 2013,Before 2013,ASEPTIC POUCH,
3511,0011150021821,PRIVATE LABEL JUICE DRINK WILD CHERRY 10 CT 60 OZ ,ASEPTIC JUICES,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002182,115002182,1115002182,0111500218,01115002182,00111500218,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,10 CT,6.0,11150021,111500218,1115002182,Before 2013,Before 2013,Before 2013,Before 2013,ASEPTIC POUCH,
3512,0011150021831,PRIVATE LABEL JUICE DRINK TROPICAL PUNCH 10 CT 60 OZ ,ASEPTIC JUICES,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150021,15002183,115002183,1115002183,0111500218,01115002183,00111500218,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,10 CT,6.0,11150021,111500218,1115002183,Before 2013,Before 2013,Before 2013,Before 2013,ASEPTIC POUCH,
3513,0011150022981,PRIVATE LABEL RICE CRISP SWEET CHILI 6.06 OZ ,SALTY SNACKS,LITE SNACKS,PRIVATE LABEL,PRIVATE LABEL,150022,15002298,115002298,1115002298,0111500229,01115002298,00111500229,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,6.06,11150022,111500229,1115002298,Wk - 02-03-13,2013,Before 2013,Before 2013,REGULAR PACK,
3514,0011150022991,PRIVATE LABEL RICE CRISP CHOCOLATE 7.04 OZ ,SALTY SNACKS,LITE SNACKS,PRIVATE LABEL,PRIVATE LABEL,150022,15002299,115002299,1115002299,0111500229,01115002299,00111500229,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,7.04,11150022,111500229,1115002299,Before 2013,Before 2013,Before 2013,Before 2013,REGULAR PACK,
3515,0011150023002,PRIVATE LABEL RICE SNACK CARAMEL CORN 7.04 OZ ,SALTY SNACKS,LITE SNACKS,PRIVATE LABEL,PRIVATE LABEL,150023,15002300,115002300,1115002300,0111500230,01115002300,00111500230,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,7.04,11150023,111500230,1115002300,Before 2013,Before 2013,Before 2013,Before 2013,REGULAR PACK,
3516,0011150023011,PRIVATE LABEL RICE CRISP RANCH 6.06 OZ ,SALTY SNACKS,LITE SNACKS,PRIVATE LABEL,PRIVATE LABEL,150023,15002301,115002301,1115002301,0111500230,01115002301,00111500230,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,6.06,11150023,111500230,1115002301,Before 2013,Before 2013,Before 2013,Before 2013,REGULAR PACK,
3517,0011150023022,PRIVATE LABEL RICE SNACK CHEDDAR CHEESE 6.06 OZ ,SALTY SNACKS,LITE SNACKS,PRIVATE LABEL,PRIVATE LABEL,150023,15002302,115002302,1115002302,0111500230,01115002302,00111500230,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,6.06,11150023,111500230,1115002302,Before 2013,Before 2013,Before 2013,Before 2013,REGULAR PACK,
3518,0011150023031,PRIVATE LABEL RICE SNACK APPLE CINNAMON 6.06 OZ - 29291275,LITE SNACKS,LITE SNACKS,PRIVATE LABEL,PRIVATE LABEL,150023,15002303,115002303,1115002303,0111500230,01115002303,00111500230,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,,,,,,,,,,,,,,
3519,0011150023042,PRIVATE LABEL SNACK MIX TRADITIONAL BAG 8.75 OZ ,SALTY SNACKS,SNACK MIX,PRIVATE LABEL,PRIVATE LABEL,150023,15002304,115002304,1115002304,0111500230,01115002304,00111500230,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,PRIVATE LABEL,PRIVATE LABEL,X-LARGE,1 CT,8.75,11150023,111500230,1115002304,Before 2013,Before 2013,Before 2013,Before 2013,FLEX,
3520,0011150023051,PRIVATE LABEL SNACK MIX ULTIMATELY BOLD BAG 8.75 OZ - 31469067,SALTY SNACKS,SNACK MIX,PRIVATE LABEL,PRIVATE LABEL,150023,15002305,115002305,1115002305,0111500230,01115002305,00111500230,IRI2018Update,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,,,,,,,,,,,,,,
3521,0011150023052,PRIVATE LABEL SNACK MIX BOLD BAG 8.75 OZ ,SALTY SNACKS,SNACK MIX,PRIVATE LABEL,PRIVATE LABEL,150023,15002305,115002305,1115002305,0111500230,01115002305,00111500230,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,PRIVATE LABEL,PRIVATE LABEL,X-LARGE,1 CT,8.75,11150023,111500230,1115002305,Before 2013,Before 2013,Before 2013,Before 2013,FLEX,
3522,0011150023062,PRIVATE LABEL SNACK MIX CHEDDAR BAG 8.75 OZ ,SALTY SNACKS,SNACK MIX,PRIVATE LABEL,PRIVATE LABEL,150023,15002306,115002306,1115002306,0111500230,01115002306,00111500230,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,PRIVATE LABEL,PRIVATE LABEL,X-LARGE,1 CT,8.75,11150023,111500230,1115002306,Before 2013,Before 2013,Before 2013,Before 2013,FLEX,
3523,0011150023071,PRIVATE LABEL SNACK MIX SWEET & SALTY HNY NT BAG 8.75 OZ ,SALTY SNACKS,SNACK MIX,PRIVATE LABEL,PRIVATE LABEL,150023,15002307,115002307,1115002307,0111500230,01115002307,00111500230,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,PRIVATE LABEL,PRIVATE LABEL,X-LARGE,1 CT,8.75,11150023,111500230,1115002307,Before 2013,Before 2013,Before 2013,Before 2013,FLEX,
3524,0011150030921,PRIVATE LABEL RICE REGULAR BROWN 1 CT 16 OZ ,OTHER SIDE DISHES,DRY RICE,PRIVATE LABEL,PRIVATE LABEL,150030,15003092,115003092,1115003092,0111500309,01115003092,00111500309,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,16.0,11150030,111500309,1115003092,Before 2013,Before 2013,Before 2013,Before 2013,BAG,
3525,0011150030931,PRIVATE LABEL RICE REGULAR JASMINE 1 CT 32 OZ ,OTHER SIDE DISHES,DRY RICE,PRIVATE LABEL,PRIVATE LABEL,150030,15003093,115003093,1115003093,0111500309,01115003093,00111500309,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,32.0,11150030,111500309,1115003093,Before 2013,Before 2013,Before 2013,Before 2013,BAG,
3526,0011150039671,PRIVATE LABEL STRAWBERRY KIWI PLASTIC CONTAINER ENERGY DRINK MIX 1 CT 192 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,150039,15003967,115003967,1115003967,0111500396,01115003967,00111500396,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,1.62,11150039,111500396,1115003967,Wk - 02-17-13,2013,Before 2013,Before 2013,PLASTIC CONTAINER,
3527,0011150039691,PRIVATE LABEL BLUE RASPBERRY PLASTIC CONTAINER SPORTS DRINK MIX 1 CT 192 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,150039,15003969,115003969,1115003969,0111500396,01115003969,00111500396,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,1.62,11150039,111500396,1115003969,Wk - 06-30-13,2013,Before 2013,Before 2013,PLASTIC CONTAINER,
3528,0011150039701,PRIVATE LABEL RASPBERRY LEMONADE PLASTIC CONTAINER DRINK MIX 1 CT 192 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,150039,15003970,115003970,1115003970,0111500397,01115003970,00111500397,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,1.62,11150039,111500397,1115003970,Wk - 02-17-13,2013,Before 2013,Before 2013,PLASTIC CONTAINER,
3529,0011150039721,PRIVATE LABEL BLACK CHERRY PLASTIC CONTAINER ENERGY DRINK MIX 1 CT 192 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,150039,15003972,115003972,1115003972,0111500397,01115003972,00111500397,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,1.62,11150039,111500397,1115003972,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC CONTAINER,
3530,0011150039731,PRIVATE LABEL FRUIT PUNCH PLASTIC CONTAINER DRINK MIX 1 CT 192 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,150039,15003973,115003973,1115003973,0111500397,01115003973,00111500397,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,1.62,11150039,111500397,1115003973,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC CONTAINER,
3531,0011150039741,PRIVATE LABEL BERRY POMEGRANATE PLASTIC CONTAINER DRINK MIX 1 CT 192 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,150039,15003974,115003974,1115003974,0111500397,01115003974,00111500397,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,1.62,11150039,111500397,1115003974,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC CONTAINER,
3532,0011150039751,PRIVATE LABEL STRAWBERRY WTRMELON PLASTIC CONTAINER DRINK MIX 1 CT 192 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,150039,15003975,115003975,1115003975,0111500397,01115003975,00111500397,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,1.62,11150039,111500397,1115003975,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC CONTAINER,
